"source","count"
"[Antigen Laboratories, Inc.]","2"
"[Fisher and Paykel Healthcare]","65"
"[Calando Pharmaceuticals]","1"
"[Ospedale Regionale di Locarno]","5"
"[OncoVista, Inc.]","1"
"[Cornerstone Pharmaceuticals]","9"
"[Swiss National Fund for Scientific Research]","1"
"[Santa Clara Valley Health & Hospital System]","7"
"[Paion UK Ltd.]","13"
"[DiaKine Therapeutics, Inc.]","1"
"[Ablynx, a Sanofi company]","19"
"[Crosstrees Medical Inc.]","1"
"[Berlin-Chemie Menarini]","1"
"[ikfe-CRO GmbH]","9"
"[Helsinki University Central Hospital]","279"
"[Calvary Hospital, Bronx, NY]","8"
"[Maltepe University]","36"
"[Chung-Ang University Hosptial, Chung-Ang University College of Medicine]","29"
"[Spear Pharmaceuticals]","4"
"[Neuronix Ltd]","4"
"[INTRuST, Post-Traumatic Stress Disorder - Traumatic Brain Injury Clinical Consortium]","10"
"[University of Rijeka]","12"
"[Landeskrankenhaus Feldbach]","1"
"[Presidio Pharmaceuticals, Inc.]","4"
"[Ascension St. Vincent Carmel Hospital]","3"
"[Micell Technologies]","4"
"[Sansum Diabetes Research Institute]","33"
"[IC-MedTech Corporation]","2"
"[Centro de Investigacion Sanitaria]","1"
"[CHDI Foundation, Inc.]","10"
"[Emisphere Technologies, Inc.]","2"
"[Mercy Center for Corrective Eye Surgery]","1"
"[San Giovanni Addolorata Hospital]","4"
"[Seca GmbH & Co. Kg.]","7"
"[Ettore Sansavini Health Science Foundation]","7"
"[ZS Pharma, Inc.]","7"
"[Foerderinitiative Pharmazeutische Betreuung e.V.]","1"
"[Guler, Nil, M.D.]","1"
"[LycoRed Ltd.]","10"
"[CogCubed, Corp]","3"
"[Klinikum der Universität Köln]","7"
"[Calimmune, Inc.]","2"
"[Salzburger Landeskliniken]","9"
"[Rippe Lifestyle Institute]","3"
"[Wilhelminenspital Vienna]","11"
"[Qu Biologics Inc.]","6"
"[The Clinic of Men's Health and Couple Longevity, Russia]","1"
"[LA Clinical Trials]","1"
"[Rivierduinen, Centre for Personality disorders Jelgersma]","1"
"[Saliva Biomarkers, Inc.]","1"
"[Genticel]","1"
"[SIFI SpA]","15"
"[Klinicki Centar Vojvodine]","1"
"[Beijing Shenogen Biomedical Co., Ltd]","4"
"[Guangzhou Municipal Twelfth People's Hospital]","1"
"[Jeju National University School of Medicine]","3"
"[BC World Pharm Co. Ltd.]","1"
"[Health Navigator]","2"
"[Vasopharm GmbH]","2"
"[Atlantia Food Clinical Trials]","7"
"[Bruker Daltonics]","1"
"[James Paget University Hospital NHS Foundation Trust]","1"
"[Arkansas Heart Hospital]","7"
"[Amvac Kft.]","1"
"[State University of New York College of Optometry]","13"
"[Orthopedic Specialty Institute]","1"
"[Medfield Diagnostics]","1"
"[Chengdu Shi Endor Biological Engineering Technology Co., Ltd]","1"
"[Healthy Active Living and Obesity Research Group]","1"
"[DermAvance]","1"
"[Minnesota Department of Human Services]","1"
"[Advanced Cooling Therapy, Inc., d/b/a Attune Medical]","5"
"[Lumosa Therapeutics Co., Ltd.]","8"
"[De Montfort University]","1"
"[Charalampaki, Cleopatra, M.D.]","1"
"[Bahria University]","11"
"[Edetec Indústria Alimentícia S.A.]","1"
"[Hangzhou Cancer Hospital]","11"
"[Centro Hospitalar Tondela-Viseu]","4"
"[Sensoptic SA]","1"
"[St Carlos Hospital, Madrid, Spain]","4"
"[Arava Bio Tech Ltd.]","2"
"[Hepatera Ltd.]","4"
"[Emergency Medicine Association of Turkey]","1"
"[Xequel Bio, Inc.]","7"
"[Tecnologico de Monterrey]","6"
"[Wuxi People's Hospital]","10"
"[Huai'an First People's Hospital]","3"
"[Xiyuan Hospital of China Academy of Chinese Medical Sciences]","36"
"[Exzell Pharma Inc.]","1"
"[Marmur Medical]","1"
"[ThermiGen, LLC]","2"
"[Instituto de Oncología Ángel H. Roffo]","1"
"[Calanus]","1"
"[Equipo de Terapia Intravenosa]","1"
"[Universidade Ibirapuera]","7"
"[Cloudbreak Therapeutics, LLC]","6"
"[Regeneris Medical]","4"
"[Max Super Speciality Hospital]","1"
"[Sheikh Zayed Medical College]","10"
"[Aronora, Inc.]","4"
"[Cancer Vaccines Limited]","1"
"[Lipogems International spa]","3"
"[Pellficure Pharmaceuticals, Inc]","2"
"[Neurovalens Ltd.]","15"
"[Kymab Limited]","5"
"[Universidad de León]","20"
"[Wagner Macula & Retina Center]","2"
"[Clover Biopharmaceuticals AUS Pty Ltd]","11"
"[Opal Rheumatology Ltd.]","1"
"[AgeneBio]","1"
"[Codexis Inc.]","2"
"[Mexican Red Cross]","2"
"[Khartoum Centre for Research and Medical Training]","2"
"[ONL Therapeutics]","4"
"[Cassava Sciences, Inc.]","8"
"[VA Pharma Limited Liability Company]","1"
"[Mansoura University Hospital]","30"
"[Dermatology Specialties Limited Partnership]","1"
"[University Clinic Dr Dragisa Misovic-Dedinje]","2"
"[Forever Young d.o.o.]","1"
"[Shanghai SIMR Biotechnology Co., Ltd.]","8"
"[BGI-Shenzhen]","1"
"[Avicanna Inc]","2"
"[Abyrx, Inc.]","1"
"[Saglik Bilimleri Universitesi]","112"
"[HelixBind, Inc.]","1"
"[The Whittington Hospital NHS Trust]","1"
"[ML Bio Solutions, Inc.]","3"
"[University of Bari Aldo Moro]","7"
"[NeuroTau, Inc.]","1"
"[Zentiva, k.s.]","1"
"[Nano Retina]","1"
"[Taiwan Adventist Hospital]","1"
"[Z-Medica]","1"
"[Neurognos]","1"
"[Research Maatschap Cardiologen Rotterdam Zuid]","2"
"[GSNOR Therapeutics, Inc.]","1"
"[Anthem, Inc]","1"
"[Danish Rehabilitation Centre for Neuromuscular Diseases]","1"
"[Women's Hospital HUS]","4"
"[National Science Centre, Poland]","1"
"[Interfaith Medical Center]","1"
"[National Institute of Neurosciences and Hospital, Dhaka]","1"
"[Fenerbahce University]","3"
"[Nutri & Co]","1"
"[AceLink Therapeutics, Inc.]","1"
"[Federal State Budgetary Institution Russian Scientific Center of Roentgenoradiology of the Ministry]","1"
"[Sudimplant SAS - Groupe TBR]","2"
"[GammaDelta Therapeutics Limited]","1"
"[Maculaser Oy]","1"
"[Women and Children's Hospital of Linyi City]","1"
"[Asian Foundation for Tropical Medicine Inc.]","1"
"[ERAS Turkey Association]","1"
"[Senseye, Inc.]","2"
"[Transcultural Psychosocial Organization Nepal]","2"
"[Hucircadian]","1"
"[Lambda Therapeutic Research Ltd.]","1"
"[Opti'Mouv]","1"
"[Ourotech, Inc.]","1"
"[Mars Wrigley]","1"
"[Zhittya Genesis Medicine, Inc.]","1"
"[Centre Dermatologique du Roy]","1"
"[Valentech LLC]","1"
"[Anhui Chest Hospital]","1"
"[Waring Vision Institute]","1"
"[Digital For Mental Health]","1"
"[Ecogene 21]","1"
"[Crainio Ltda]","1"
"[Solutex GC S.L.]","1"
"[Mythic Therapeutics]","1"
"[Maple Leaf Research]","1"
"[Sibel Health Inc.]","2"
"[Skilled Skin S.L.]","1"
"[ThromboGenics]","23"
"[University of Wollongong]","3"
"[Cardium Therapeutics]","4"
"[Centre National de Greffe de Moelle Osseuse]","4"
"[US Oncology Research]","27"
"[Dompé Farmaceutici S.p.A]","43"
"[Joliet Center for Clinical Research]","1"
"[Alberta Bone and Joint Health Institute]","3"
"[University of Brasilia]","52"
"[CoMentis]","9"
"[Federal University of Minas Gerais]","126"
"[B. Braun Medical SA]","5"
"[Corporal Michael J. Crescenz VA Medical Center]","19"
"[Blood Systems Research Institute]","3"
"[Shiraz University of Medical Sciences]","122"
"[Profil Institut für Stoffwechselforschung GmbH]","24"
"[University Hospital Olomouc]","28"
"[Universidad de la Republica]","8"
"[Bp Consulting, Inc]","11"
"[Korean Breast Cancer Study Group]","9"
"[Texas Scottish Rite Hospital for Children]","7"
"[Hospital de Concentracion Norte de Petroleos]","1"
"[Colby Pharmaceutical Company]","2"
"[NovaRx Corporation]","3"
"[Fondazione per la ricerca sulla Fibrosi Cistica]","1"
"[Transoma Medical]","3"
"[Storz Medical AG]","6"
"[Virginia Center for Reproductive Medicine]","4"
"[PsyQ]","1"
"[Bozyaka Training and Research Hospital]","38"
"[Wissenschaftliches Institut Bethanien e.V]","23"
"[Kai Medical, Inc.]","4"
"[La Fundacion para la Investigacion y el Desarrollo]","1"
"[BridgePoint Medical]","2"
"[Medicpen AB]","1"
"[IMD Tech Ltd]","1"
"[Hospital Universitario La Fe]","37"
"[Psychiatry Roskilde]","1"
"[Peking University Cancer Hospital & Institute]","146"
"[Agile Therapeutics]","7"
"[Intersci Research Association, Austria]","1"
"[Simons Searchlight]","1"
"[Club Italiano Femminile di Urologia]","1"
"[Taipei Medical University Shuang Ho Hospital]","66"
"[Infoscitex Corporation]","2"
"[Al-Neelain University]","6"
"[Ectycell SASU]","1"
"[Indian Society of Critical Care Medicine]","3"
"[Bio Sidus SA]","6"
"[California State University, San Marcos]","8"
"[Arkin]","4"
"[Aventyn, Inc.]","4"
"[Centro Nacional de Investigaciones Oncologicas CARLOS III]","13"
"[Yamagata University]","1"
"[Oragenics, Inc.]","2"
"[Dentsply Implants Manufacturing GmbH]","1"
"[Gunma PAZ College]","2"
"[Spinal Missions, Inc., LLC]","1"
"[Western Regional Medical Center]","22"
"[Centro de Diabetes Curitiba Ltda]","2"
"[GF Strong Rehabilitation Centre]","1"
"[Khoo Teck Puat Hospital]","13"
"[Changchun University of Chinese Medicine]","3"
"[Effect Group, Italy]","2"
"[Zhongshan Bo Ai Hospital]","1"
"[Sport and Spine Rehab Clinical Research Foundation]","15"
"[Louisiana State University and A&M College]","6"
"[Military Hospital of Tunis]","10"
"[LTS Lohmann Therapie-Systeme AG]","1"
"[The Orenburg Regional Clinical Hospital]","1"
"[MSD Korea Ltd.]","1"
"[Helios Albert-Schweitzer-Klinik Northeim]","5"
"[Precision Life Sciences Group]","2"
"[i4Health]","5"
"[University of Lugano]","1"
"[American Association of Diabetes Educators]","1"
"[Institute of Vaccines and Medical Biologicals, Vietnam]","5"
"[Toronto Transfusion Medicine Collaborative]","2"
"[Miach Orthopaedics]","4"
"[Tools4Patient]","5"
"[Health Research Institute of Santiago]","2"
"[Malmö University]","29"
"[Tunisian Military Hospital]","3"
"[ZevraDenmark]","8"
"[Saint Vincent's Hospital, Korea]","12"
"[Combioxin SA]","1"
"[InnoMed Healthscience Inc.]","2"
"[Northeast Scientific, Inc.]","1"
"[Zambon SAU]","1"
"[Navitas Pharma]","1"
"[Renatus, Antonio Renatus, Dent., M.Sc]","1"
"[RecoverLINK]","1"
"[Healthcare Technologies and Methods, LLC]","1"
"[Hemavant Sciences GmbH]","1"
"[Fondazione Epatocentro Ticino]","4"
"[Société Martiniquaise de Gérontologie et Gériatrie]","1"
"[Zymeworks Inc.]","8"
"[University of Nicosia]","3"
"[Alvogen Pine Brook LLC]","1"
"[Cardiovascular Research New Brunswick]","4"
"[Boston Scientific Japan K.K.]","2"
"[Our Lady of Maryknoll Hospital]","1"
"[Kaiser Clinic and Hospital]","7"
"[Fakultas Kedokteran Universitas Indonesia]","30"
"[LimFlow, Inc.]","4"
"[BGI, China]","3"
"[China Resources Zizhu Pharmaceutical Co., Ltd.]","1"
"[Innosparks Pte Ltd.]","1"
"[First People's Hospital of Shenyang]","1"
"[Phagenesis Ltd.]","2"
"[Concentrx Pharmaceuticals, Inc.]","2"
"[Rochester Skin Lymphoma Medical Group, PLLC]","1"
"[North-Western State Medical University named after I.I.Mechnikov]","2"
"[Paris Translational Research Center for Organ Transplantation]","14"
"[Centre for Human Drug Research, Netherlands]","11"
"[Suzhou Yabao Pharmaceutical R&D Co., Ltd.]","12"
"[N4 Pharma UK Ltd.]","1"
"[Jiangsu vcare pharmaceutical technology co., LTD]","11"
"[Centre Hospitalier Universitaire de Charleroi]","2"
"[CareLigo AB]","2"
"[Ypsomed AG]","2"
"[Biovotec AS]","1"
"[Johnson & Johnson Surgical Vision, Inc.]","26"
"[Africa Health Research Institute]","3"
"[Guangzhou Sport University]","2"
"[Replimune Inc.]","8"
"[Shanghai Life Science & Technology]","2"
"[Universitas Muhammadiyah Yogyakarta]","2"
"[University Tolteca]","3"
"[Centura Health]","6"
"[Pathnostics]","7"
"[NeoDynamics AB]","2"
"[Endocellutions]","1"
"[Belarusian Research Center for Pediatric Oncology, Hematology and Immunology]","5"
"[Swedish Red Cross University College]","2"
"[Hispanic Health Council, Inc.]","1"
"[Deka Research and Development]","2"
"[Perrigo CSCI]","3"
"[Clexio Biosciences Ltd.]","1"
"[Quadras Scientific Solutions]","1"
"[Abbisko Therapeutics Co, Ltd]","12"
"[Paris Cardiovascular Research Center (Inserm U970)]","5"
"[PT. Prodia Stem Cell Indonesia]","10"
"[Jiangsu Hengrui Pharmaceutical Co., Ltd.]","2"
"[Clinica San Gaudenzio]","2"
"[Alpinia Laudanum Institute of Phytopharmaceutical Sciences AG]","1"
"[TScan Therapeutics, Inc.]","5"
"[Genoss Co., Ltd.]","4"
"[University West, Sweden]","1"
"[Moterum Technologies, Inc.]","1"
"[Ong Fujian Chinese Physician Hall]","1"
"[InheRET, Inc]","1"
"[Cameroon Coalition Against Malaria (CCAM)]","1"
"[T-Balance Therapeutics GmbH]","1"
"[Global Health Uganda LTD]","1"
"[Sinop University]","10"
"[Samford University]","1"
"[Hospital Ruber Internacional]","2"
"[Glyciome, LLC]","1"
"[MEDSI Clinical Hospital 1, ICU]","1"
"[MonTa Biosciences ApS]","1"
"[FutureGen Biopharmaceutical (Beijing) Co., Ltd]","1"
"[Averitas Pharma, Inc.]","1"
"[Uro-1 Medical]","3"
"[neuroloop GmbH]","1"
"[Merit University]","4"
"[Armed Forces Post Graduate Medical Institute (AFPGMI), Rawalpindi]","2"
"[Eastern Kentucky University]","1"
"[ZielBio, Inc.]","1"
"[NeuroVasc Technologies]","1"
"[Sarkana Pharma Inc]","1"
"[Ancora Biotech LLC]","1"
"[Hospital de Rehabilitacion Manuel Rocca]","2"
"[Bionano Genomics]","1"
"[Medical School Berlin]","1"
"[Paulic Meunerie SA]","1"
"[Primo Biotechnology Co., Ltd]","1"
"[Physip S.A]","1"
"[Shenzhen Maternity & Child Healthcare Hospital]","1"
"[Whisper.ai]","1"
"[ortis]","1"
"[AIMST University Malaysia]","1"
"[STORM Therapeutics LTD]","1"
"[University of the Aegean]","3"
"[Clinical Hub for Interventional Research (CHOIR)]","1"
"[Jarding, John, OD]","1"
"[Science and biomaterials]","1"
"[Elemind Technologies, Inc.]","1"
"[Evolucare Technologies]","1"
"[Musculoskeletal Injury Rehabilitation Research for Operational Readiness]","1"
"[Multack Eye Care]","1"
"[Xi'an Eyedeal Medical Technology Co., Ltd]","1"
"[AGO Study Group]","21"
"[EMD Serono]","158"
"[Acorda Therapeutics]","34"
"[ImmunoGen, Inc.]","23"
"[University of Plymouth]","39"
"[VaxGen]","3"
"[ZymoGenetics]","10"
"[Emphasys Medical]","2"
"[Bispebjerg Hospital]","290"
"[German Parkinson Study Group (GPS)]","7"
"[University of Lausanne Hospitals]","140"
"[Danish Pain Research Center]","22"
"[Dr Alexander McIntyre Inc.]","2"
"[R&D Cardiologie]","17"
"[IRCCS San Raffaele]","225"
"[Maisonneuve-Rosemont Hospital]","74"
"[National University of Health Sciences]","8"
"[Franklin Pierce University]","9"
"[Swedish Medical Center]","37"
"[Newark Beth Israel Medical Center]","5"
"[Pacific Pharmaceuticals]","2"
"[Saint Luke's Health System]","31"
"[Stanley Medical College]","1"
"[Nanovibronix]","2"
"[Allium, Ltd.]","2"
"[SynerGene Therapeutics, Inc.]","6"
"[University Hospital, Motol]","32"
"[Barnev Ltd]","3"
"[Douglas Mental Health University Institute]","25"
"[Sorin Group USA, Inc.]","5"
"[Kaohsiung Medical University]","27"
"[North Karelia Central Hospital]","17"
"[Japan Biological Agent Study Integrated Consortium]","1"
"[Malaysia Palm Oil Board]","22"
"[Krankenhaus Nordwest]","13"
"[Imprimis Pharmaceuticals, Inc.]","3"
"[Siemens Medical Solutions USA - CSG]","2"
"[University Hospitals Bristol and Weston NHS Foundation Trust]","21"
"[Dhp Korea Co., Ltd.]","1"
"[Ospedale Santa Maria di Loreto Mare]","3"
"[Belgian Study Group for Pediatric Endocrinology]","1"
"[Fundacion SEIMC-GESIDA]","27"
"[Gesellschaft fur Medizinische Innovation - Hamatologie und Onkologie mbH]","12"
"[Geistlich Pharma AG]","13"
"[Cellectar, Inc]","1"
"[Thoracic & Cardiovascular Healthcare Foundation]","1"
"[Ore Pharmaceuticals, Inc.]","1"
"[Boston IVF]","15"
"[Ritter Pharmaceuticals, Inc.]","4"
"[Archivel Farma S.L.]","6"
"[Genervon Biopharmaceuticals, LLC]","3"
"[Bio-Rad Laboratories]","2"
"[Institut de l'Atherothrombose]","1"
"[Centro Universitario de Ciencias de la Salud, Mexico]","28"
"[REVA Medical, Inc.]","6"
"[Goldman, Butterwick, Fitzpatrick and Groff]","28"
"[Mundipharma (China) Pharmaceutical Co. Ltd]","16"
"[Instituto de Investigacion Sanitaria La Fe]","47"
"[Ataturk Training and Research Hospital]","21"
"[Lithuanian University of Health Sciences]","75"
"[Schillerhoehe Hospital]","2"
"[Royal Infirmary of Edinburgh]","9"
"[Orygen]","2"
"[Xiangbei Welman Pharmaceutical Co., Ltd]","6"
"[Infante, Javier Molina, M.D.]","3"
"[Centro Hospitalar Nordeste]","1"
"[Johnson & Johnson Medical Companies]","1"
"[Reig Jofre Group]","5"
"[Hospital San Juan de la Cruz]","2"
"[Vaximm GmbH]","4"
"[Italian Institute of Telemedicine]","2"
"[Shimousa Hematology Study Group]","1"
"[Medical Park Gaziantep Hospital]","9"
"[Eastern Regional Medical Center]","7"
"[Fortuderm Ltd.]","1"
"[Abliva AB]","5"
"[Sydney Centre for Reproductive Health Research]","1"
"[Proteonomix, Inc.]","1"
"[The Society of Thoracic Surgeons]","1"
"[Han Wha Pharma Co., Ltd.]","1"
"[Shulov Innovate for Science Ltd. 2012]","3"
"[Fundacion Clinica Valle del Lili]","17"
"[St. Vincent's East, Birmingham, Alabama]","1"
"[End-of-Life Research Group]","2"
"[LifeWatch Services, Inc.]","5"
"[Actegy Ltd.]","2"
"[Azienda Ospedaliero-Universitaria Consorziale Policlinico di Bari]","29"
"[Asthma Management Systems]","1"
"[SK Medical (Beijing) Co., Ltd.]","1"
"[Biohit Healthcare Ltd]","1"
"[Fundación Dermabase]","1"
"[Teoxane SA]","9"
"[Medidata Solutions]","1"
"[Vivolux AB]","2"
"[University Women's Hospital Tübingen]","13"
"[Lyra Medical Ltd.]","2"
"[Artax Biopharma Inc]","4"
"[ATI Holdings, LLC]","2"
"[Allena Pharmaceuticals]","12"
"[Ospedale San Giovanni Bellinzona]","3"
"[Evidence-Based Practice Institute, Seattle, WA]","7"
"[Macrohard Institute of Health]","2"
"[Ghamra Military Hospital]","3"
"[William S. Middleton Memorial Veterans Hospital]","1"
"[Phenox GmbH]","7"
"[Hospital de Nens de Barcelona]","1"
"[Certmedica International GmbH]","5"
"[Osteovox]","1"
"[Sociedad Madrileña de Medicina de Familia y Comunitaria]","1"
"[Envoy Medical Corporation]","2"
"[Centro de Investigación en Alimentación y Desarrollo A.C.]","9"
"[Regend Therapeutics]","5"
"[Intendu Ltd.]","1"
"[Evidation Health]","10"
"[IRCCS Centro Neurolesi ""Bonino-Pulejo""]","28"
"[Saint Anselm College]","1"
"[Brighttonix Medical Ltd.]","1"
"[Jiujiang No.1 People's Hospital]","1"
"[Christus Spohn Memorial Medical Center]","1"
"[Alice Ho Miu Ling Nethersole Hospital]","3"
"[Tianjin Anding Hospital]","12"
"[Changchun BCHT Biotechnology Co.]","7"
"[Hospital General Universitario de Castellón]","2"
"[ITM Solucin GmbH]","2"
"[The Pur Clinic]","1"
"[Public Dental Health in Uppsala Region]","2"
"[Turning Point Therapeutics, Inc.]","9"
"[Canadian Myeloma Research Group]","6"
"[Taizhou Mabtech Pharmaceutical Co.,Ltd]","7"
"[Leeds Beckett University]","1"
"[ITAB - Institute for Advanced Biomedical Technologies]","11"
"[Fondation Audavie]","1"
"[RSP Systems A/S]","15"
"[Tychan Pte Ltd.]","4"
"[University of Yalova]","9"
"[Lenus Therapeutics, LLC]","1"
"[Avena Nordic Grain Oy]","1"
"[Repos Pharma]","1"
"[Vir Biotechnology, Inc.]","17"
"[Riphah International University]","820"
"[Grupo Cooperativo de Hemopatías Malignas]","5"
"[Ospedale di Cavalese]","1"
"[IR Technology, LLC]","1"
"[Future University in Egypt]","35"
"[Aeromics, Inc.]","1"
"[WestEd]","2"
"[Omikron Italia S.r.l.]","2"
"[Spago Nanomedical AB]","2"
"[Centre Hospitalier de Montauban]","3"
"[IMSS Hospital General de Zona 4, Celaya, Guanajauto, Mexico]","1"
"[JRI Orthopaedics]","1"
"[XyloCor Therapeutics, Inc.]","1"
"[Rhode Island College]","1"
"[ExoAtlet]","2"
"[LintonPharm Co.,Ltd.]","2"
"[Sytheon Ltd.]","4"
"[Fundacion America por la Infancia]","1"
"[FeetMe]","4"
"[Vivisol]","2"
"[Bay Area Medical]","1"
"[NeuroTherapia, Inc.]","1"
"[Ridgeback Biotherapeutics, LP]","4"
"[Bioithas SL]","3"
"[NFlection Therapeutics, Inc.]","2"
"[Cho Ray Hospital]","2"
"[Maimonides University]","5"
"[Anhui Provincial Cancer Hospital]","3"
"[Guangzhou JOYO Pharma Co., Ltd]","2"
"[MD Italy]","1"
